page_seq,house_seq,title,url,address,area_m2,bedrooms,en_suites,price,bathrooms,parking_spaces
9,16,"
                Praça Estação Jandira Minha Casa Minha Vida
            ",www.vivareal.com.br/imoveis-lancamento/praca-estacao-jandira-minha-casa-minha-vida-1795385482/?__vt=plp:b,"
                Rua Manoel Alves Garcia, 105 - Morada dos Pinheiros Aldeia da Serra , Jandira - SP
              ","

              45
            

Área
              m²
            
","

              2
            

              Quartos
            
",0,"
        
                  R$ 182.200
          ","

              1
            

              Banheiro
            
","

              --
            

              Vaga
            
"
9,17,"
                Casa de condomínio com 3 Quartos à Venda, 245m²
            ",www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-morada-das-flores-aldeia-da-serra-bairros-santana-de-parnaiba-com-garagem-245m2-venda-RS1400000-id-2478533908/?__vt=plp:b,"
                Alameda dos Antúrios, 500 - Morada dos Pinheiros Aldeia da Serra , Santana de Parnaíba - SP
              ","

              245
            

Área
              m²
            
","

              3
            

              Quartos
            
","

                3
              

                Suítes
              
","
        
                  R$ 1.400.000
          ","

              7
            

              Banheiros
            
","

              3
            

              Vagas
            
"
9,18,"
                Casa de condomínio com 4 Quartos à Venda, 250m²
            ",www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-morada-das-flores-aldeia-da-serra-bairros-santana-de-parnaiba-com-garagem-250m2-venda-RS1190000-id-2435029174/?__vt=plp:b,"
                Morada dos Pinheiros Aldeia da Serra , Santana de Parnaíba - SP
              ","

              250
            

Área
              m²
            
","

              4
            

              Quartos
            
","

                2
              

                Suítes
              
","
        
                  R$ 1.190.000
          ","

              6
            

              Banheiros
            
","

              3
            

              Vagas
            
"
9,19,"
                Casa de condomínio com 4 Quartos à Venda, 440m²
            ",www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-morada-dos-pinheiros-aldeia-da-serra-bairros-santana-de-parnaiba-com-garagem-440m2-venda-RS1700000-id-2478530344/?__vt=plp:b,"
                Alameda dos Pinhos, 82 - Morada dos Pinheiros Aldeia da Serra , Santana de Parnaíba - SP
              ","

              440
            

Área
              m²
            
","

              4
            

              Quartos
            
","

                4
              

                Suítes
              
","
        
                  R$ 1.700.000
          ","

              8
            

              Banheiros
            
","

              2
            

              Vagas
            
"
9,20,"
                Casa de condomínio com 4 Quartos à Venda, 420m²
            ",www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-morada-das-flores-aldeia-da-serra-bairros-santana-de-parnaiba-com-garagem-420m2-venda-RS1790000-id-2478534176/?__vt=plp:b,"
                Alameda das Azaléias, 168 - Morada dos Pinheiros Aldeia da Serra , Santana de Parnaíba - SP
              ","

              420
            

Área
              m²
            
","

              4
            

              Quartos
            
","

                2
              

                Suítes
              
","
        
                  R$ 1.790.000
          ","

              7
            

              Banheiros
            
","

              3
            

              Vagas
            
"
9,21,"
                Casa de condomínio com 3 Quartos para Venda/Aluguel 650m²
            ",www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-morada-dos-pinheiros-aldeia-da-serra-bairros-santana-de-parnaiba-com-garagem-650m2-venda-RS2800000-id-2478534180/?__vt=plp:b,"
                Alameda das Carnaúbas, 310 - Morada dos Pinheiros Aldeia da Serra , Santana de Parnaíba - SP
              ","

              650
            

Área
              m²
            
","

              3
            

              Quartos
            
","

                3
              

                Suítes
              
","
        
                  R$ 2.800.000
          ","

              7
            

              Banheiros
            
","

              3
            

              Vagas
            
"
9,22,"
                Casa de condomínio com 3 Quartos à Venda, 391m²
            ",www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-morada-dos-pinheiros-aldeia-da-serra-bairros-santana-de-parnaiba-com-garagem-391m2-venda-RS1380000-id-2458060571/?__vt=plp:b,"
                Alameda das Paineiras - Morada dos Pinheiros Aldeia da Serra , Santana de Parnaíba - SP
              ","

              391
            

Área
              m²
            
","

              3
            

              Quartos
            
","

                3
              

                Suítes
              
","
        
                  R$ 1.380.000
          ","

              5
            

              Banheiros
            
","

              4
            

              Vagas
            
"
9,23,"
                Alpha House I
            ",www.vivareal.com.br/imoveis-lancamento/alpha-house-i-2485694483/?__vt=plp:b,"
                Estrada Lula Chaves, 386 - Morada dos Pinheiros Aldeia da Serra , Santana de Parnaíba - SP
              ","

              152-214
            

Área
              m²
            
","

              2-4
            

              Quartos
            
",0,"
        
                Sob Consulta
          ","

              3
            

              Banheiros
            
","

              2
            

              Vagas
            
"
9,24,"
                Casa de condomínio com 4 Quartos à Venda, 418m²
            ",www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-morada-dos-pinheiros-aldeia-da-serra-bairros-santana-de-parnaiba-com-garagem-418m2-venda-RS2600000-id-2487229636/?__vt=plp:b,"
                Alameda das Carnaúbas, 11 - Morada dos Pinheiros Aldeia da Serra , Santana de Parnaíba - SP
              ","

              418
            

Área
              m²
            
","

              4
            

              Quartos
            
","

                4
              

                Suítes
              
","
        
                  R$ 2.600.000
          ","

              7
            

              Banheiros
            
","

              2
            

              Vagas
            
"
9,25,"
                Casa de condomínio com 4 Quartos à Venda, 280m²
            ",www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-morada-das-flores-aldeia-da-serra-bairros-santana-de-parnaiba-com-garagem-280m2-venda-RS1200000-id-2465658069/?__vt=plp:b,"
                Alameda das Margaridas, 230 - Morada dos Pinheiros Aldeia da Serra , Santana de Parnaíba - SP
              ","

              280
            

Área
              m²
            
","

              4
            

              Quartos
            
","

                2
              

                Suítes
              
","
        
                  R$ 1.200.000
          ","

              4
            

              Banheiros
            
","

              4
            

              Vagas
            
"
9,26,"
                Casa de condomínio com 4 Quartos à Venda, 330m²
            ",www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-morada-das-flores-aldeia-da-serra-bairros-santana-de-parnaiba-com-garagem-330m2-venda-RS1500000-id-2487226928/?__vt=plp:b,"
                Alameda das Camélias, 186 - Morada dos Pinheiros Aldeia da Serra , Santana de Parnaíba - SP
              ","

              330
            

Área
              m²
            
","

              4
            

              Quartos
            
","

                4
              

                Suítes
              
","
        
                  R$ 1.500.000
          ","

              7
            

              Banheiros
            
","

              2
            

              Vagas
            
"
9,27,"
                Sobrado com 4 Quartos à Venda, 318m²
            ",www.vivareal.com.br/imovel/sobrado-4-quartos-morada-dos-pinheiros-aldeia-da-serra-bairros-santana-de-parnaiba-com-garagem-318m2-venda-RS1700000-id-2463736703/?__vt=plp:b,"
                Alameda dos Angelins - Morada dos Pinheiros Aldeia da Serra , Santana de Parnaíba - SP
              ","

              318
            

Área
              m²
            
","

              4
            

              Quartos
            
","

                2
              

                Suítes
              
","
        
                  R$ 1.700.000
          ","

              3
            

              Banheiros
            
","

              7
            

              Vagas
            
"
9,28,"
                Casa de condomínio com 4 Quartos à Venda, 400m²
            ",www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-morada-dos-pinheiros-aldeia-da-serra-bairros-santana-de-parnaiba-com-garagem-400m2-venda-RS2300000-id-2480462101/?__vt=plp:b,"
                Alameda das Carnaúbas - Morada dos Pinheiros Aldeia da Serra , Santana de Parnaíba - SP
              ","

              400
            

Área
              m²
            
","

              4
            

              Quartos
            
","

                4
              

                Suítes
              
","
        
                  R$ 2.300.000
          ","

              7
            

              Banheiros
            
","

              4
            

              Vagas
            
"
9,29,"
                Casa de condomínio com 4 Quartos à Venda, 440m²
            ",www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-morada-das-flores-aldeia-da-serra-bairros-santana-de-parnaiba-com-garagem-440m2-venda-RS1800000-id-2460653308/?__vt=plp:b,"
                Morada dos Pinheiros Aldeia da Serra , Santana de Parnaíba - SP
              ","

              440
            

Área
              m²
            
","

              4
            

              Quartos
            
","

                2
              

                Suítes
              
","
        
                  R$ 1.800.000
          ","

              6
            

              Banheiros
            
","

              2
            

              Vagas
            
"
9,30,"
                Alphahouse I
            ",www.vivareal.com.br/imoveis-lancamento/alphahouse-i-2485471884/?__vt=plp:b,"
                Estrada Lula Chaves, 386 - Morada dos Pinheiros Aldeia da Serra , Santana de Parnaíba - SP
              ","

              152-214
            

Área
              m²
            
","

              3-4
            

              Quartos
            
",0,"
        
                Sob Consulta
          ","

              2
            

              Banheiros
            
","

              3
            

              Vagas
            
"
9,31,"
                Casa de condomínio com 3 Quartos à Venda, 314m²
            ",www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-morada-das-flores-aldeia-da-serra-bairros-santana-de-parnaiba-com-garagem-314m2-venda-RS1300000-id-2481735984/?__vt=plp:b,"
                Morada dos Pinheiros Aldeia da Serra , Santana de Parnaíba - SP
              ","

              314
            

Área
              m²
            
","

              3
            

              Quartos
            
","

                3
              

                Suítes
              
","
        
                  R$ 1.300.000
          ","

              5
            

              Banheiros
            
","

              4
            

              Vagas
            
"
9,32,"
                Casa de condomínio com 4 Quartos à Venda, 313m²
            ",www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-morada-das-flores-aldeia-da-serra-bairros-santana-de-parnaiba-com-garagem-313m2-venda-RS1600000-id-2448438676/?__vt=plp:b,"
                Alameda dos Cravos - Morada dos Pinheiros Aldeia da Serra , Santana de Parnaíba - SP
              ","

              313
            

Área
              m²
            
","

              4
            

              Quartos
            
","

                4
              

                Suítes
              
","
        
                  R$ 1.600.000
          ","

              7
            

              Banheiros
            
","

              4
            

              Vagas
            
"
9,33,"
                Casa de condomínio com 4 Quartos à Venda, 250m²
            ",www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-morada-das-flores-aldeia-da-serra-bairros-santana-de-parnaiba-com-garagem-250m2-venda-RS1190000-id-2478534177/?__vt=plp:b,"
                Alameda das Tulipas, 96 - Morada dos Pinheiros Aldeia da Serra , Santana de Parnaíba - SP
              ","

              250
            

Área
              m²
            
","

              4
            

              Quartos
            
","

                2
              

                Suítes
              
","
        
                  R$ 1.190.000
          ","

              5
            

              Banheiros
            
","

              2
            

              Vagas
            
"
9,34,"
                Casa de condomínio com 4 Quartos para Venda/Aluguel 370m²
            ",www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-morada-dos-pinheiros-aldeia-da-serra-bairros-santana-de-parnaiba-com-garagem-370m2-venda-RS1290000-id-2467666413/?__vt=plp:b,"
                Alameda das Sucupiras - Morada dos Pinheiros Aldeia da Serra , Santana de Parnaíba - SP
              ","

              370
            

Área
              m²
            
","

              4
            

              Quartos
            
","

                2
              

                Suítes
              
","
        
                  R$ 1.290.000
          ","

              6
            

              Banheiros
            
","

              4
            

              Vagas
            
"
9,35,"
                Casa de condomínio com 4 Quartos à Venda, 280m²
            ",www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-morada-dos-pinheiros-aldeia-da-serra-bairros-santana-de-parnaiba-com-garagem-280m2-venda-RS1200000-id-2437220110/?__vt=plp:b,"
                Alameda das Caviúnas, 202 - Morada dos Pinheiros Aldeia da Serra , Santana de Parnaíba - SP
              ","

              280
            

Área
              m²
            
","

              4
            

              Quartos
            
","

                2
              

                Suítes
              
","
        
                  R$ 1.200.000
          ","

              3
            

              Banheiros
            
","

              2
            

              Vagas
            
"
10,0,"
                Casa de condomínio com 3 Quartos à Venda, 225m²
            ",www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-morada-dos-pinheiros-aldeia-da-serra-bairros-santana-de-parnaiba-com-garagem-225m2-venda-RS1100000-id-2477528678/?__vt=plp:b,"
                Alameda das Sameleiras - Morada dos Pinheiros Aldeia da Serra , Santana de Parnaíba - SP
              ","

              225
            

Área
              m²
            
","

              3
            

              Quartos
            
","

                1
              

                Suíte
              
","
        
                  R$ 1.100.000
          ","

              4
            

              Banheiros
            
","

              4
            

              Vagas
            
"
10,1,"
                Saint Marcel
            ",www.vivareal.com.br/imoveis-lancamento/saint-marcel-2470114990/?__vt=plp:b,"
                Rua Vereda Tropical, sn - Morada dos Pinheiros Aldeia da Serra , Santana de Parnaíba - SP
              ","

              39
            

Área
              m²
            
","

              2
            

              Quartos
            
",0,"
        
                  R$ 158.900
          ","

              1
            

              Banheiro
            
","

              1
            

              Vaga
            
"
10,2,"
                Casa de condomínio com 4 Quartos à Venda, 376m²
            ",www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-morada-das-flores-aldeia-da-serra-bairros-santana-de-parnaiba-com-garagem-376m2-venda-RS2500000-id-2485143835/?__vt=plp:b,"
                Alameda dos Antúrios, 799 - Morada dos Pinheiros Aldeia da Serra , Santana de Parnaíba - SP
              ","

              376
            

Área
              m²
            
","

              4
            

              Quartos
            
","

                4
              

                Suítes
              
","
        
                  R$ 2.500.000
          ","

              7
            

              Banheiros
            
","

              3
            

              Vagas
            
"
10,3,"
                Casa de condomínio com 3 Quartos à Venda, 210m²
            ",www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-morada-das-flores-aldeia-da-serra-bairros-santana-de-parnaiba-com-garagem-210m2-venda-RS1180000-id-2485245173/?__vt=plp:b,"
                Alameda dos Jasmins, 338 - Morada dos Pinheiros Aldeia da Serra , Santana de Parnaíba - SP
              ","

              210
            

Área
              m²
            
","

              3
            

              Quartos
            
","

                1
              

                Suíte
              
","
        
                  R$ 1.180.000
          ","

              4
            

              Banheiros
            
","

              2
            

              Vagas
            
"
10,4,"
                Casa com 4 Quartos à Venda, 400m²
            ",www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-morada-dos-pinheiros-aldeia-da-serra-bairros-santana-de-parnaiba-com-garagem-400m2-venda-RS2000000-id-2434750659/?__vt=plp:b,"
                Alameda dos Cravos - Morada dos Pinheiros Aldeia da Serra , Santana de Parnaíba - SP
              ","

              400
            

Área
              m²
            
","

              4
            

              Quartos
            
","

                2
              

                Suítes
              
","
        
                  R$ 2.000.000
          ","

              5
            

              Banheiros
            
","

              2
            

              Vagas
            
"
10,5,"
                Casa de condomínio com 4 Quartos à Venda, 306m²
            ",www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-morada-dos-pinheiros-aldeia-da-serra-bairros-santana-de-parnaiba-com-garagem-306m2-venda-RS1360000-id-2478534179/?__vt=plp:b,"
                Alameda das Carnaúbas, 297 - Morada dos Pinheiros Aldeia da Serra , Santana de Parnaíba - SP
              ","

              306
            

Área
              m²
            
","

              4
            

              Quartos
            
","

                2
              

                Suítes
              
","
        
                  R$ 1.360.000
          ","

              6
            

              Banheiros
            
","

              2
            

              Vagas
            
"
10,6,"
                Casa de condomínio com 4 Quartos à Venda, 393m²
            ",www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-morada-das-flores-aldeia-da-serra-bairros-santana-de-parnaiba-com-garagem-393m2-venda-RS1450000-id-2478534012/?__vt=plp:b,"
                Alameda das Dálias, 587 - Morada dos Pinheiros Aldeia da Serra , Santana de Parnaíba - SP
              ","

              393
            

Área
              m²
            
","

              4
            

              Quartos
            
","

                4
              

                Suítes
              
","
        
                  R$ 1.450.000
          ","

              7
            

              Banheiros
            
","

              3
            

              Vagas
            
"
10,7,"
                Casa de condomínio com 4 Quartos à Venda, 250m²
            ",www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-morada-das-flores-aldeia-da-serra-bairros-santana-de-parnaiba-com-garagem-250m2-venda-RS1190000-id-2478534177/?__vt=plp:b,"
                Alameda das Tulipas, 96 - Morada dos Pinheiros Aldeia da Serra , Santana de Parnaíba - SP
              ","

              250
            

Área
              m²
            
","

              4
            

              Quartos
            
","

                2
              

                Suítes
              
","
        
                  R$ 1.190.000
          ","

              5
            

              Banheiros
            
","

              2
            

              Vagas
            
"
10,8,"
                Casa de condomínio com 3 Quartos à Venda, 290m²
            ",www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-morada-das-flores-aldeia-da-serra-bairros-santana-de-parnaiba-com-garagem-290m2-venda-RS1800000-id-2478530346/?__vt=plp:b,"
                Alameda das Anêmonas, 270 - Morada dos Pinheiros Aldeia da Serra , Santana de Parnaíba - SP
              ","

              290
            

Área
              m²
            
","

              3
            

              Quartos
            
","

                3
              

                Suítes
              
","
        
                  R$ 1.800.000
          ","

              5
            

              Banheiros
            
","

              2
            

              Vagas
            
"
10,9,"
                Vila Porto
            ",www.vivareal.com.br/imoveis-lancamento/vila-porto-2481291254/?__vt=plp:b,"
                Avenida Cesário de Abreu, 262 - Morada dos Pinheiros Aldeia da Serra , Itapevi - SP
              ","

              140
            

Área
              m²
            
","

              --
            

              Quarto
            
",0,"
        
                  R$ 98.000
          ","

              --
            

              Banheiro
            
","

              --
            

              Vaga
            
"
10,10,"
                Casa de condomínio com 3 Quartos à Venda, 285m²
            ",www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-morada-dos-pinheiros-aldeia-da-serra-bairros-santana-de-parnaiba-com-garagem-285m2-venda-RS1350000-id-2461362316/?__vt=plp:b,"
                Morada dos Pinheiros Aldeia da Serra , Santana de Parnaíba - SP
              ","

              285
            

Área
              m²
            
","

              3
            

              Quartos
            
","

                1
              

                Suíte
              
","
        
                  R$ 1.350.000
          ","

              4
            

              Banheiros
            
","

              2
            

              Vagas
            
"
10,11,"
                Casa com 3 Quartos à Venda, 240m²
            ",www.vivareal.com.br/imovel/casa-3-quartos-morada-das-flores-aldeia-da-serra-bairros-santana-de-parnaiba-com-garagem-240m2-venda-RS585000-id-2468018048/?__vt=plp:b,"
                Alameda das Dálias - Morada dos Pinheiros Aldeia da Serra , Santana de Parnaíba - SP
              ","

              240
            

Área
              m²
            
","

              3
            

              Quartos
            
","

                2
              

                Suítes
              
","
        
                  R$ 585.000
          ","

              1
            

              Banheiro
            
","

              6
            

              Vagas
            
"
10,12,"
                Casa de condomínio com 3 Quartos à Venda, 220m²
            ",www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-morada-das-flores-aldeia-da-serra-bairros-santana-de-parnaiba-220m2-venda-RS1180000-id-2467471680/?__vt=plp:b,"
                Alameda das Rosas, 00 - Morada dos Pinheiros Aldeia da Serra , Santana de Parnaíba - SP
              ","

              220
            

Área
              m²
            
","

              3
            

              Quartos
            
","

                1
              

                Suíte
              
","
        
                  R$ 1.180.000
          ","

              3
            

              Banheiros
            
","

              --
            

              Vaga
            
"
10,13,"
                Lote/Terreno    à Venda, 0m²
            ",www.vivareal.com.br/imovel/lote-terreno-morada-dos-pinheiros-aldeia-da-serra-bairros-santana-de-parnaiba-391m2-venda-RS430000-id-2485242081/?__vt=plp:b,"
                Alameda das Castanheiras, 468 - Morada dos Pinheiros Aldeia da Serra , Santana de Parnaíba - SP
              ","

              0
            

Área
              m²
            
","

              --
            

              Quarto
            
","

                --
              

                Suíte
              
","
        
                  R$ 430.000
          ","

              --
            

              Banheiro
            
","

              --
            

              Vaga
            
"
10,14,"
                Casa de condomínio com 3 Quartos à Venda, 550m²
            ",www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-morada-dos-pinheiros-aldeia-da-serra-bairros-santana-de-parnaiba-com-garagem-550m2-venda-RS5890000-id-2478534003/?__vt=plp:b,"
                Alameda das Paineiras, 309 - Morada dos Pinheiros Aldeia da Serra , Santana de Parnaíba - SP
              ","

              550
            

Área
              m²
            
","

              3
            

              Quartos
            
","

                3
              

                Suítes
              
","
        
                  R$ 5.890.000
          ","

              6
            

              Banheiros
            
","

              4
            

              Vagas
            
"
10,15,"
                Casa de condomínio com 4 Quartos à Venda, 269m²
            ",www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-morada-dos-pinheiros-aldeia-da-serra-bairros-santana-de-parnaiba-com-garagem-269m2-venda-RS1300000-id-2459976678/?__vt=plp:b,"
                Morada dos Pinheiros Aldeia da Serra , Santana de Parnaíba - SP
              ","

              269
            

Área
              m²
            
","

              4
            

              Quartos
            
","

                1
              

                Suíte
              
","
        
                  R$ 1.300.000
          ","

              5
            

              Banheiros
            
","

              3
            

              Vagas
            
"
10,16,"
                Praça Estação Jandira Minha Casa Minha Vida
            ",www.vivareal.com.br/imoveis-lancamento/praca-estacao-jandira-minha-casa-minha-vida-1795385482/?__vt=plp:b,"
                Rua Manoel Alves Garcia, 105 - Morada dos Pinheiros Aldeia da Serra , Jandira - SP
              ","

              45
            

Área
              m²
            
","

              2
            

              Quartos
            
",0,"
        
                  R$ 182.200
          ","

              1
            

              Banheiro
            
","

              --
            

              Vaga
            
"
10,17,"
                Casa de condomínio com 3 Quartos à Venda, 224m²
            ",www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-morada-dos-pinheiros-aldeia-da-serra-bairros-santana-de-parnaiba-com-garagem-224m2-venda-RS880000-id-2482351259/?__vt=plp:b,"
                Alameda das Sameleiras - Morada dos Pinheiros Aldeia da Serra , Santana de Parnaíba - SP
              ","

              224
            

Área
              m²
            
","

              3
            

              Quartos
            
","

                1
              

                Suíte
              
","
        
                  R$ 880.000
          ","

              4
            

              Banheiros
            
","

              2
            

              Vagas
            
"
